isSoundTrack,rank,album,artist,year,url,comment
FALSE,S,Against the Stars,Dambuilders,1997,https://www.robertchristgau.com/get_album.php?id=10428,"
""Break Up With Your Boyfriend""; ""Itch It""
"
FALSE,S,Symphony or Damn,Terence Trent D'Arby,1993,https://www.robertchristgau.com/get_album.php?id=10429,"
""She Kissed Me""
"
FALSE,S,The Best of Gail Davies,Gail Davies,1991,https://www.robertchristgau.com/get_album.php?id=10430,"
""Unwed Fathers""
"
FALSE,S,Knock-Knock Who?,Kimya Dawson,2003,https://www.robertchristgau.com/get_album.php?id=12098,"
""I'm Fine,"" ""For Boxer""
"
FALSE,S,Transatlanticism,Death Cab for Cutie,2003,https://www.robertchristgau.com/get_album.php?id=12255,"
""We Looked Like Giants""
"
FALSE,S,Plans,Death Cab for Cutie,2005,https://www.robertchristgau.com/get_album.php?id=13130,"
""I Will Follow You Into the Dark""
"
FALSE,S,The Game,Chico DeBarge,1999,https://www.robertchristgau.com/get_album.php?id=10431,"
""The Game""
"
FALSE,S,Safe Inside the Day,Baby Dee,2008,https://www.robertchristgau.com/get_album.php?id=14256,"
""Big T---y Bee Girl (From Dino Town)""
"
FALSE,S,World Clique,Deee-Lite,1990,https://www.robertchristgau.com/get_album.php?id=10432,"
""Good Beat""
"
FALSE,S,El Niï¿½,Def Squad,1998,https://www.robertchristgau.com/get_album.php?id=10433,"
""Rhymin' Wit' Biz Markie""; ""Def Squad Delite""
"
FALSE,S,Landing Gear,Devin the Dude,2008,https://www.robertchristgau.com/get_album.php?id=14303,"
""I Can't Make It Home""
"
FALSE,S,Through the Darkness,D-Generation,1999,https://www.robertchristgau.com/get_album.php?id=10434,"
""Helpless""; ""Rise and Fall""
"
FALSE,S,Life for Rent,Dido,2003,https://www.robertchristgau.com/get_album.php?id=12320,"
""Mary's in India""
"
FALSE,S,Regular Joe,Joe Diffie,1992,https://www.robertchristgau.com/get_album.php?id=10436,"
""Startin' Over Blues""
"
FALSE,S,Sex Packets,Digital Underground,1990,https://www.robertchristgau.com/get_album.php?id=6189,"
""The Humpty Dance""; ""Doowutchyalike""
"
FALSE,S,The Platform,Dilated Peoples,2000,https://www.robertchristgau.com/get_album.php?id=10750,"
""The Platform""; ""Triple Optics""
"
FALSE,S,Neighborhood Watch,Dilated Peoples,2004,https://www.robertchristgau.com/get_album.php?id=12416,"
""Big Business""
"
FALSE,S,Under Heavy Manners,Dillinger,2000,https://www.robertchristgau.com/get_album.php?id=11148,"
""Cup of Tea,"" ""African Roots, Rock Reggae""
"
FALSE,S,What's Going On,The Dirty Dozen Brass Band,2007,https://www.robertchristgau.com/get_album.php?id=13854,"
""Inner City Blues (Make Me Wanna Holler),"" ""What's Going On""
"
FALSE,S,LP,Discovery,2009,https://www.robertchristgau.com/get_album.php?id=14953,"
""Carby""; ""I Wanna Be Your Boyfriend""
"
FALSE,S,Juno & the Dismemberment Plan,The Dismemberment Plan,2001,https://www.robertchristgau.com/get_album.php?id=10781,"
""The Dismemberment Plan Gets Rich""
"
FALSE,S,Divinyls,Divinyls,1991,https://www.robertchristgau.com/get_album.php?id=10437,"
""I Touch Myself""
"
FALSE,S,Taking the Long Way,Dixie Chicks,2006,https://www.robertchristgau.com/get_album.php?id=13382,"
""The Long Way Around,"" ""Not Ready to Make Nice""
"
